venue,city,country,match_type,temperature,humidity,wind_speed,dew_point,cloud_cover,pitch_age_days,ground_avg_1st_innings,ground_pace_wickets_pct,ground_spin_wickets_pct,season,day_night,soil_composition,pitch_strip_number,grass_coverage,compaction_kpa,pitch_type
Dr DY Patil Sports Academy,Mumbai,India,Test,30.215931802208427,82.46660577833453,17.726726959791623,23.02075789167333,10.94178170095919,7,364.794744886508,57.63363692059164,42.36636307940836,Winter,0,Black Soil,3,3.3054091823850964,240.57534696933368,1
Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,India,T20,24.93890608122374,59.117060344949266,5.580790891164849,15.32205383167282,33.077250769498875,3,190.5344612140479,46.73434579352425,53.26565420647575,Post-Monsoon,1,Red Soil,1,5.0708958870651735,232.00614606434175,2
Holkar Cricket Stadium,Indore,India,T20,27.456789710713306,51.03495389402876,17.188094561697056,15.601569572094617,11.259100591456509,4,245.0122391423647,53.00941246703274,46.99058753296726,Summer,1,Black Soil,5,4.099530478298541,352.6004514949453,0
M. Chinnaswamy Stadium,Bengaluru,India,ODI,25.373847733506786,54.868255703752794,11.429383425890855,17.06402233675807,33.026946143779355,3,287.36379731610424,52.83894785072628,47.16105214927372,Post-Monsoon,0,Red Soil,5,4.397458281262656,270.55005256772813,0
Holkar Cricket Stadium,Indore,India,ODI,26.985543228600623,62.17982382461797,9.200688074577313,17.48425833829158,5.252697058574704,6,329.2418260507614,48.35149845788286,51.64850154211714,Post-Monsoon,1,Black Soil,3,5.611506539302224,239.83587523134884,0
Punjab Cricket Association IS Bindra Stadium,Mohali,India,T20,34.94839096553619,53.74506956395107,12.413004514660468,15.10665821822512,12.939638838126868,3,176.18959137841858,47.41971888679635,52.58028111320365,Winter,1,Red Soil,5,8.278604870270037,298.76276551058834,2
Barabati Stadium,Cuttack,India,ODI,26.283170602435032,66.1168258430445,4.764481167258944,24.161693355226298,24.127738059171193,6,289.8601916030266,57.03996800860851,42.96003199139149,Winter,1,Black Soil,2,9.965186072207416,354.4249061971393,1
Barabati Stadium,Cuttack,India,T20,22.780554835527354,78.47854829034046,21.092449609016132,19.379659328824495,60.89938914116473,2,155.8551761417706,66.0610358487232,33.93896415127681,Summer,1,Black Soil,3,3.930992105693677,274.43362288248073,1
M. Chinnaswamy Stadium,Bengaluru,India,T20,28.994792485797827,48.839258947660575,14.995217237533863,11.767224850660961,14.986344689249865,5,188.0666944300114,61.88584875682882,38.11415124317118,Monsoon,0,Mixed Soil,8,3.4318175579327996,357.88515771638134,0
Barabati Stadium,Cuttack,India,T20,34.58007415855351,59.74712874668543,15.838390177374876,18.71758263103384,45.54679753205171,7,178.58253104027546,54.90262339284862,45.09737660715138,Summer,1,Red Soil,2,10.287904309489814,302.99060651642543,1
Green Park,Kanpur,India,T20,31.54490049794677,52.10563988855702,11.803267367776272,18.08716195952293,54.70211166287305,7,200.43764170774534,39.67890441030472,60.32109558969528,Summer,1,Mixed Soil,3,2.427842342596631,100.0,2
JSCA International Stadium Complex,Ranchi,India,T20,31.660875637287102,63.2476456938056,8.060942261083515,11.522465006178841,47.540047326922156,2,148.64548558117275,34.315957182863116,65.68404281713688,Monsoon,1,Black Soil,7,5.668655191847595,351.3355114166875,0
JSCA International Stadium Complex,Ranchi,India,T20,33.04842632762038,43.80797770313667,4.653854137603909,13.671096732315704,63.41283040973066,1,137.88705288764447,39.267866793599204,60.732133206400796,Monsoon,0,Mixed Soil,7,3.252858332014,307.4198018063786,2
M. Chinnaswamy Stadium,Bengaluru,India,T20,33.96849073041405,51.34876210446451,9.892085930507845,16.49597015790796,28.136358594317304,2,153.1147586862521,54.5259441589694,45.4740558410306,Monsoon,0,Black Soil,6,5.26601421398588,419.04175925003705,0
Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,India,T20,35.48378817662785,39.5805900953384,11.71059261679263,24.210688529110104,21.25642621889496,5,164.7546167594947,48.938222077058725,51.061777922941275,Winter,1,Red Soil,9,1.9327980396597741,100.0,2
JSCA International Stadium Complex,Ranchi,India,ODI,33.25020176056667,35.2838574529645,7.181488912028879,16.395883438152268,50.45306752007731,5,258.14675156511197,50.21417848198423,49.78582151801577,Post-Monsoon,0,Red Soil,2,5.310130307441069,260.7765431666243,2
Eden Gardens,Kolkata,India,Test,32.88517818137835,81.82360487139061,8.318688789479445,14.434926052146029,20.760904791373264,4,295.92956259737707,46.10842096772198,53.89157903227802,Summer,0,Red Soil,1,2.1450821433641076,155.33125070345955,2
Dr DY Patil Sports Academy,Mumbai,India,ODI,36.34860594528818,46.833784204500944,16.446318189253056,22.09076782142411,56.59379337098291,1,283.1397366033593,63.386183674519984,36.613816325480016,Summer,1,Mixed Soil,6,3.042042988355175,369.5707488311909,1
Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,India,T20,28.536312609387736,46.67910365618189,11.305495359816026,16.584942944005583,49.07422725092331,7,181.6097000143719,35.301682109506515,64.69831789049348,Summer,1,Mixed Soil,1,2.1256141412063667,128.1563153929011,2
JSCA International Stadium Complex,Ranchi,India,T20,22.330535018342495,45.81741832594871,15.323795919870014,14.391595919402135,32.884437287447355,2,171.11950116482123,40.982100537638985,59.017899462361015,Winter,1,Black Soil,4,5.6025930918978855,288.26252666447925,0
M. A. Chidambaram Stadium,Chennai,India,ODI,27.62345854551896,97.10935508856626,16.57084256664249,21.72382635908959,33.08089451177298,5,267.9878545764629,58.33366052526364,41.66633947473636,Winter,0,Black Soil,4,3.930190381619317,198.38904063321183,1
M. Chinnaswamy Stadium,Bengaluru,India,T20,35.272029908920494,47.608019964136815,14.887140311804119,17.18090687408491,53.20880253624753,5,191.21328719399574,37.282547092634886,62.717452907365114,Summer,1,Black Soil,4,5.5695222916162805,323.3334786810679,0
Eden Gardens,Kolkata,India,ODI,29.908133998508408,57.7193743086595,13.80504256874555,9.403257673375917,60.85715277918592,1,248.5627419351463,43.73726401461532,56.26273598538468,Summer,0,Red Soil,9,2.6128896610502137,258.89842776849196,2
Brabourne Stadium,Mumbai,India,T20,36.780556986949506,80.53242342977646,19.728468045299948,14.625694200407125,60.511329177062265,2,171.66261060505627,57.14736332582002,42.85263667417998,Winter,1,Black Soil,4,6.971159400521821,332.1930805990501,1
Barabati Stadium,Cuttack,India,T20,32.91755187474665,79.21442617790977,14.969578036954355,12.6523001999344,63.302015863490226,2,144.93768735034507,57.423238358176995,42.576761641823005,Post-Monsoon,0,Black Soil,7,11.105807003625555,298.5451770907863,1
Punjab Cricket Association IS Bindra Stadium,Mohali,India,ODI,30.933587992279666,58.76803229470783,3.8492413891053703,11.021658431476354,20.828481422030443,3,265.3302745219248,54.55177204620372,45.44822795379628,Winter,1,Black Soil,8,4.099570286844108,353.8471132095983,0
Arun Jaitley Stadium,Delhi,India,ODI,32.65920349458398,74.51657839394935,11.587279674359946,7.095585265960771,37.1339051238419,7,257.4383602698548,51.17662179819979,48.82337820180021,Winter,1,Black Soil,7,4.12038167630505,181.9683884399373,2
Dr DY Patil Sports Academy,Mumbai,India,T20,30.781592020158783,86.21432525662543,14.556434846439826,23.59163925256716,54.26939980427212,2,159.2788959270238,60.78831396241843,39.21168603758157,Winter,1,Black Soil,8,6.805996729303748,316.9113360564169,1
Eden Gardens,Kolkata,India,T20,26.735036575737006,57.26344631124617,15.17578191038227,23.852136653187685,66.72056866584504,6,142.8821154156288,49.095090142783974,50.904909857216026,Winter,1,Red Soil,9,2.8405542541863644,245.93383489535455,2
Narendra Modi Stadium,Ahmedabad,India,T20,24.080385593443413,28.95930907203538,10.773139220543307,15.670700199736075,0.0,4,173.53541756556777,52.35060663455087,47.64939336544913,Summer,1,Black Soil,1,3.1856940600210963,201.95146381470278,0
Sawai Mansingh Stadium,Jaipur,India,ODI,36.86787399190854,59.24818719747598,4.451372971017004,14.142656968821981,59.86862701510722,3,255.78273338945633,55.81267083475406,44.18732916524594,Monsoon,0,Red Soil,2,6.189053736363819,271.2161657833532,1
Narendra Modi Stadium,Ahmedabad,India,T20,35.58717664843958,46.29388483280352,12.49707266625746,17.1738539226455,14.565659166169617,1,143.91424586194134,38.047981917081685,61.952018082918315,Monsoon,1,Red Soil,6,2.0645809363687646,290.49363114330913,2
Rajiv Gandhi International Stadium,Hyderabad,India,T20,30.411112888496064,75.35496788895216,6.799964017938421,8.068148846551082,4.157406955459248,4,192.664937905257,58.503716603849334,41.496283396150666,Post-Monsoon,0,Mixed Soil,4,4.451593160077585,333.3786910681756,0
Narendra Modi Stadium,Ahmedabad,India,T20,26.89081908035732,56.70544825400805,4.82624848869694,12.867181654034365,26.775695248484176,5,230.5896555802697,45.349020697238885,54.650979302761115,Summer,1,Black Soil,6,0.6943929378549676,156.8607039272471,2
Maharashtra Cricket Association Stadium,Pune,India,T20,30.186631323033172,53.6507342583302,6.373465847868744,16.60002694692434,48.539425134152864,3,193.73399089969712,57.72729040522049,42.27270959477951,Summer,1,Black Soil,2,3.976768818334082,394.8692553195207,0
JSCA International Stadium Complex,Ranchi,India,ODI,36.13436405786075,42.413259393639,19.074187601452103,15.108789417105253,32.458349961639826,2,251.3013609019697,64.61084134908506,35.389158650914936,Summer,0,Black Soil,9,1.6024215528549188,374.3067467532184,0
Rajiv Gandhi International Stadium,Hyderabad,India,T20,34.89955742817782,51.706225940264716,13.668661437176112,14.863368741773494,34.555378111496594,5,182.45924747537737,53.03502268268735,46.96497731731265,Summer,0,Mixed Soil,5,5.728374899841885,338.7822931765963,0
Narendra Modi Stadium,Ahmedabad,India,T20,36.65079245664006,38.6503485427981,20.071208965580855,11.901442265000718,54.806058651231034,5,165.1452096849388,46.50127942162795,53.49872057837205,Winter,0,Red Soil,3,0.953970177873193,100.0,2
Dr DY Patil Sports Academy,Mumbai,India,T20,32.18610541359072,70.81025696355077,21.679084408021122,20.345511278893746,63.38575119701855,1,145.72882552525294,68.00597535303048,31.99402464696952,Summer,0,Red Soil,7,11.269613002411187,435.37920523244327,1
JSCA International Stadium Complex,Ranchi,India,T20,31.35805436325184,38.82813683449206,4.018870377866975,5.9495470250977895,38.67966089702134,6,114.42721143085996,46.43807472999114,53.56192527000886,Monsoon,0,Black Soil,5,2.7002277630326934,184.60685948002117,2
Wankhede Stadium,Mumbai,India,T20,28.582024295267903,67.49653061608052,14.94239192244202,27.54060637606874,56.395839248177516,6,189.09942601890938,57.96164103052297,42.03835896947703,Summer,1,Black Soil,5,8.12236392716386,277.48947718888803,1
Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,India,ODI,29.54407229870951,70.47343272652147,23.395813555970832,12.72823085925075,41.46806288050327,3,292.8361666732152,43.85718092172537,56.14281907827463,Winter,1,Red Soil,7,3.323388752566243,210.9345226486529,2
JSCA International Stadium Complex,Ranchi,India,ODI,29.026673022302738,66.66270166940068,13.410428274049744,14.253333522489307,73.8643902788998,3,266.5411316994021,56.900143685849265,43.099856314150735,Post-Monsoon,0,Red Soil,9,7.4793154673609505,294.1218194824531,1
Eden Gardens,Kolkata,India,T20,25.533187449845535,55.01356007141932,7.332407433178121,12.855299129418452,33.04551479595822,7,166.1489156447399,37.8441220372539,62.1558779627461,Monsoon,0,Mixed Soil,4,5.02937869399635,113.05048150677422,2
Eden Gardens,Kolkata,India,T20,27.927406922418733,21.98745795810635,6.460253454175728,6.966705353010516,14.070860976419624,4,146.10935194129956,49.431044000653564,50.568955999346436,Summer,0,Red Soil,9,0.24907688391050087,173.61245886730592,2
Barabati Stadium,Cuttack,India,T20,27.554186832087897,65.95829251431513,17.06395492526591,25.116807518111223,70.1515201138052,1,172.07991269628707,58.752432646740985,41.247567353259015,Winter,0,Black Soil,4,11.58733611119802,339.0841978299405,1
Dr DY Patil Sports Academy,Mumbai,India,Test,28.459753187462656,83.4484090662497,12.368846030688902,21.74681851925539,98.40538019274209,5,337.3813842792356,44.96791531327408,55.03208468672592,Winter,0,Mixed Soil,1,6.758458014501602,296.7440789973205,1
M. A. Chidambaram Stadium,Chennai,India,T20,30.364537774007857,73.90846836151405,2.9436328832094,21.33316831203226,48.68340379674437,7,184.01041456408285,56.5668036163179,43.4331963836821,Winter,0,Mixed Soil,6,3.8803553285148293,148.76660011305808,1
Maharashtra Cricket Association Stadium,Pune,India,ODI,29.504760551496062,20.0,6.73809595004307,16.374340615219094,33.72338959338229,4,271.25645309917564,49.9845798339451,50.0154201660549,Post-Monsoon,1,Red Soil,9,3.5377490317071096,359.3235555732405,2
Brabourne Stadium,Mumbai,India,T20,26.364930749476777,55.70955621227386,10.863668083440468,21.55345263211508,67.54393044254489,4,179.99244226882388,44.876417545494384,55.123582454505616,Summer,1,Black Soil,1,8.341399062211348,356.2732939391245,0
Sawai Mansingh Stadium,Jaipur,India,T20,36.574442735969704,37.69069494885792,8.256648859749417,13.12903132780956,49.239238068649186,1,133.4488907548263,60.58379685691641,39.41620314308359,Summer,1,Black Soil,2,7.150530050712349,286.37715146461125,1
Punjab Cricket Association IS Bindra Stadium,Mohali,India,T20,23.009613969665388,27.258549905374423,11.306924629234903,21.160757551489688,6.3815493467237125,4,159.0079404490187,46.212403582144475,53.787596417855525,Monsoon,1,Mixed Soil,8,8.06565235555734,268.978107531304,1
Arun Jaitley Stadium,Delhi,India,Test,26.921574114799636,48.77003422330399,15.698685225415655,15.323733303227423,59.25492170332819,4,357.639265286382,28.0,72.0,Winter,0,Red Soil,3,2.807913539563672,199.61080084685653,2
Rajiv Gandhi International Stadium,Hyderabad,India,T20,29.61410740765112,54.16616431081073,11.00011227757325,11.562243605505067,18.654279703402167,3,225.01530926699897,51.9596741332443,48.0403258667557,Winter,1,Black Soil,4,4.418675563077151,360.217047091342,0
Eden Gardens,Kolkata,India,T20,37.9626767333393,56.5786286038221,6.499232369573734,16.369158215794574,14.653202343988351,5,170.67113975985902,43.67503118784829,56.32496881215171,Monsoon,1,Mixed Soil,10,5.421921109795701,169.5696140850844,2
Holkar Cricket Stadium,Indore,India,T20,26.621528132425006,50.57861284024495,9.80015455424333,13.331860087094283,15.391569852327553,6,170.6415258678005,44.1330865941368,55.8669134058632,Monsoon,0,Black Soil,5,7.8393419744613535,359.9294326651814,0
M. Chinnaswamy Stadium,Bengaluru,India,Test,34.94545396687905,56.95015145462601,8.283663918949262,17.87799047442418,45.66847217960647,7,308.10690316401127,55.979233492626236,44.020766507373764,Winter,1,Red Soil,8,5.204206456496694,256.1859277784773,2
Narendra Modi Stadium,Ahmedabad,India,ODI,28.282974287866498,62.8932106106211,11.727342914228409,15.978191099757378,80.1172625748147,5,280.4235817293842,51.78517501846386,48.21482498153614,Winter,1,Mixed Soil,6,1.2290352140267693,177.06950639988906,2
Dr DY Patil Sports Academy,Mumbai,India,ODI,28.63053455629848,55.73479626523179,21.928018100353626,19.650996175561897,30.613959579125922,6,300.8685922974595,52.74122162719695,47.25877837280305,Winter,1,Black Soil,9,9.864539926338415,321.12958847189446,0
Barabati Stadium,Cuttack,India,T20,29.60451092794668,79.66714543418,12.779279128965314,16.442628545749695,71.95065930912554,1,198.10842299188522,48.80282635236213,51.19717364763787,Winter,0,Red Soil,7,8.708446730001906,361.09905806727727,1
Himachal Pradesh Cricket Association Stadium,Dharamsala,India,T20,33.134389836200256,51.48208315191653,10.474188487450144,15.040819408422635,59.9325936730891,7,145.80200146429038,47.712128215376836,52.287871784623164,Winter,0,Red Soil,3,0.8928500419768715,250.35659639049646,2
M. Chinnaswamy Stadium,Bengaluru,India,ODI,31.09581801280974,49.35863988104662,10.438743541997962,15.330180681008384,33.30508340912895,1,278.5993481131853,59.90576991281132,40.09423008718868,Post-Monsoon,1,Black Soil,9,7.8830100197797,321.41759962790405,0
Brabourne Stadium,Mumbai,India,ODI,31.180847133512017,69.33626933190874,21.856323865224073,16.938032877927096,39.5593625702266,3,306.7882809057266,59.19939811477326,40.80060188522674,Summer,0,Black Soil,7,9.32850231493847,340.8177592291308,1
Dr DY Patil Sports Academy,Mumbai,India,T20,30.090924268339254,89.56178365158186,17.71053645389746,17.969430369319664,29.654729905958266,6,215.80822966713203,53.691357044643674,46.308642955356326,Summer,0,Mixed Soil,4,7.934513012239052,233.95025435589628,0
Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,India,ODI,26.913159821608666,53.77827039644536,3.4376867718797737,20.137082383855628,38.462992813301156,6,254.6701453231167,36.46315873828837,63.53684126171163,Post-Monsoon,1,Red Soil,9,3.0937348842459773,109.85767045230284,2
JSCA International Stadium Complex,Ranchi,India,T20,35.50093748465403,69.01943565161692,11.291075852449932,16.27410629956784,22.73557642313231,5,143.27225658770178,59.256596074488854,40.743403925511146,Summer,0,Mixed Soil,9,5.236292301248251,216.37161572938038,1
Wankhede Stadium,Mumbai,India,T20,35.28476646687696,57.55638086187267,11.244387449719193,29.0,72.70283019914723,3,158.22119253121497,43.909764891880215,56.090235108119785,Winter,1,Black Soil,5,10.296995524752415,244.77073884764536,1
Holkar Cricket Stadium,Indore,India,ODI,32.491199095020306,35.07599332315481,1.0,15.155398742362072,32.81387123858448,2,279.0647652066764,43.013167836481614,56.986832163518386,Post-Monsoon,1,Black Soil,6,6.584261697342247,300.10622665680825,2
Holkar Cricket Stadium,Indore,India,T20,34.912272086001096,43.46433729980738,9.190514153717922,21.572394342639278,13.676990311829293,6,206.89679061817125,51.479182417922594,48.520817582077406,Monsoon,1,Black Soil,8,7.688556052623251,299.37695725112894,0
Arun Jaitley Stadium,Delhi,India,T20,29.898778636355292,23.58910400357158,12.567850914084103,10.686662235564746,51.3212817231018,7,164.97085590201252,53.38990413024376,46.61009586975624,Summer,1,Mixed Soil,2,2.0919567688079788,100.0,2
Maharashtra Cricket Association Stadium,Pune,India,ODI,30.20453067062859,55.486509932252126,11.588666441651615,13.398288353687917,41.55929591591566,4,296.52857162880605,51.769559618716606,48.230440381283394,Winter,1,Mixed Soil,7,1.605600150149908,345.4036993200394,0
Himachal Pradesh Cricket Association Stadium,Dharamsala,India,T20,27.045568808748076,29.692362844867066,1.0,17.95516954103942,25.705009845498996,2,186.3300849065682,45.53879868317551,54.46120131682449,Winter,1,Red Soil,2,3.774272005777846,277.7778691543639,0
Narendra Modi Stadium,Ahmedabad,India,T20,37.37418716876822,72.56980032966231,7.233650444660108,12.067316968117314,22.805786147622797,4,161.1315771528366,45.57409766176147,54.42590233823853,Winter,0,Mixed Soil,7,2.559930767808877,100.0,2
Sawai Mansingh Stadium,Jaipur,India,T20,35.190539508420585,64.92619488322315,8.267765593546812,10.459423952146356,17.07896902893439,3,171.3274350299908,35.83308419967048,64.16691580032952,Winter,1,Black Soil,9,3.4048659427647996,284.0069468977174,2
Narendra Modi Stadium,Ahmedabad,India,T20,30.359181040499923,58.42696439467107,10.317068411650379,16.873900215649442,27.576279071012415,4,160.52199703157405,41.04924568474438,58.95075431525562,Monsoon,1,Red Soil,5,5.873724260808812,264.08010636898035,2
Brabourne Stadium,Mumbai,India,T20,27.737008149595137,78.03575540680666,3.314691848599402,14.945596754426884,98.03044994025413,2,176.1176965728293,55.78379010942276,44.21620989057724,Monsoon,1,Red Soil,6,2.868455151889963,304.50754519929563,1
Himachal Pradesh Cricket Association Stadium,Dharamsala,India,T20,30.89690139454408,61.69703827880461,5.632403653283796,12.069176220073313,43.967003572051354,3,158.8587574194021,48.889233213097356,51.110766786902644,Winter,1,Mixed Soil,2,6.25621074621066,316.2221173071549,2
Wankhede Stadium,Mumbai,India,Test,32.326993363196294,83.96646719806796,9.844629084810109,17.981980965780604,19.461756080387687,4,350.5969960981614,64.80436842318971,35.195631576810285,Summer,0,Black Soil,8,2.6449949005356554,291.81532835334843,1
Eden Gardens,Kolkata,India,T20,28.690940019942374,64.81428091714942,9.907926395798443,13.89112222839569,64.99019960471408,6,136.34157637898224,56.39183742368648,43.60816257631352,Monsoon,0,Red Soil,2,2.7061842345106966,128.64400882187522,2
Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,India,T20,29.075476117251114,66.06631430758925,15.13586479288157,16.451718955827452,32.01506125054182,7,169.26320063576838,47.27595275624368,52.72404724375632,Winter,0,Mixed Soil,10,0.3180264204998724,210.44941119058865,2
Rajiv Gandhi International Stadium,Hyderabad,India,T20,26.44013303506385,55.5588073431436,11.030082170875366,26.044046989119018,37.859561023381616,5,200.6716869466347,57.16076254436304,42.83923745563696,Summer,1,Mixed Soil,5,4.904608026042127,322.7605844557171,0
Eden Gardens,Kolkata,India,ODI,34.26850997545883,56.81692095686168,2.3476316898649072,17.05856729543722,11.188468150252838,1,279.64167643481005,37.400012895874454,62.599987104125546,Winter,1,Red Soil,2,4.322695579882461,245.092387515501,2
Arun Jaitley Stadium,Delhi,India,T20,28.20217733762881,67.31341542908191,5.962455762853854,14.92633947384152,46.81130845037199,3,180.2730870612601,35.42065263456468,64.57934736543532,Winter,1,Red Soil,7,2.05874012414428,125.13257455693105,2
Barabati Stadium,Cuttack,India,T20,30.862605436333418,62.01374977138829,12.945857656435878,24.711154773151307,40.04993292505296,3,156.30797470950066,44.87980594764686,55.12019405235314,Monsoon,0,Red Soil,5,1.5612669538826438,281.83873282830996,2
Punjab Cricket Association IS Bindra Stadium,Mohali,India,ODI,33.8714486197822,53.44168143855157,7.800206682805241,16.38587354710268,57.81341261095173,1,267.6325445678078,31.088502136528252,68.91149786347175,Post-Monsoon,1,Black Soil,3,4.720476379108557,286.67694539963617,2
Sawai Mansingh Stadium,Jaipur,India,Test,30.454202277199126,44.032430488530736,7.6495059867751705,17.958505466384416,40.62258708262567,1,319.0986738914382,44.02095023320168,55.97904976679832,Winter,1,Mixed Soil,10,3.554600385818187,311.36200737503384,2
JSCA International Stadium Complex,Ranchi,India,ODI,31.341396937714173,64.52957636388535,11.943529540804004,13.350636161127351,33.655980847811094,3,273.9230388597624,55.15670603698653,44.84329396301347,Monsoon,0,Mixed Soil,4,2.9109669641742135,329.54312512269917,0
Narendra Modi Stadium,Ahmedabad,India,T20,26.210875434557316,47.54810075986086,15.494963588243657,19.955583487105148,84.98350467345062,5,164.190278575042,49.03976107728354,50.96023892271646,Post-Monsoon,0,Red Soil,10,2.452416762821891,107.31228731301456,2
M. A. Chidambaram Stadium,Chennai,India,T20,30.489448669652493,71.38328978281112,24.336725839655543,27.277854543236465,36.944795152549744,7,200.40701269129994,64.58969509963795,35.41030490036205,Winter,0,Red Soil,5,1.7260007342111634,107.71661602052646,1
Arun Jaitley Stadium,Delhi,India,Test,27.9675584055461,48.86988211354609,14.565849436536293,11.55967532230508,54.8374564990049,2,318.1903129228127,48.676293031347996,51.323706968652004,Monsoon,1,Red Soil,2,1.1991836250298762,198.52417506623024,2
JSCA International Stadium Complex,Ranchi,India,T20,28.173297944456337,44.011477494367305,8.471587477365196,11.731089897467914,60.5068986028569,6,104.06371994312886,44.971448548931,55.028551451069,Monsoon,1,Black Soil,2,3.4378267340754465,270.91545881250005,2
M. A. Chidambaram Stadium,Chennai,India,T20,30.608362828841877,71.37517856395206,19.512326587125308,25.736867013489135,51.146063534779934,5,154.3554395116633,60.346132861757525,39.653867138242475,Monsoon,1,Red Soil,8,4.6923581891902,122.54770386722822,1
Narendra Modi Stadium,Ahmedabad,India,ODI,37.19363693183951,27.797182193863183,12.010696393042856,19.846981557297084,34.43003136882337,7,249.60395773195208,43.414695294670096,56.585304705329904,Post-Monsoon,0,Mixed Soil,3,2.167953327577293,109.33697387682597,2
Barabati Stadium,Cuttack,India,T20,35.315299591121814,64.37367606986356,16.37429251995597,19.30020942340551,19.39239549412587,1,172.8267391118148,50.035712882408916,49.964287117591084,Winter,1,Black Soil,8,6.927482498694012,279.3170148077182,1
Wankhede Stadium,Mumbai,India,ODI,27.713719327145593,73.44108382695069,14.0069189651554,23.02956967737257,74.94478828977711,2,302.65063149515186,63.92332165948593,36.07667834051407,Summer,0,Black Soil,6,6.180498160469753,387.1060203493955,1
M. A. Chidambaram Stadium,Chennai,India,T20,33.391225465391706,61.5652792270567,26.42838076874964,20.293432845830868,55.296517493082916,1,198.943910353729,61.83351946630157,38.16648053369843,Post-Monsoon,1,Red Soil,7,2.9760805341071106,279.0709648811705,1
Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,India,ODI,22.427263892840493,69.74864228267792,5.811675004781998,16.25450002945666,38.98210474567838,5,271.0412076195367,39.96775431642408,60.03224568357592,Winter,0,Red Soil,8,3.4914861246932074,100.0,2
Punjab Cricket Association IS Bindra Stadium,Mohali,India,T20,31.327286064280372,54.67435560869205,4.76387025910763,15.563771666324708,43.77480456300145,6,136.98958847129484,50.718743808446625,49.281256191553375,Monsoon,1,Red Soil,5,4.223047325234936,256.9231601202858,2
Sawai Mansingh Stadium,Jaipur,India,T20,32.612439759405326,65.30996957571227,11.925476517651225,8.33095853462683,17.574445551285663,6,160.35234453477898,48.3022156049369,51.6977843950631,Winter,1,Black Soil,9,2.5474866247119503,308.3483481819768,2
M. A. Chidambaram Stadium,Chennai,India,T20,28.49478731772469,72.35815941446334,14.565479517523261,27.620623772149816,49.22119426968771,6,163.10955596237054,55.3911491348401,44.6088508651599,Winter,0,Mixed Soil,9,0.9746265746808145,156.10292822277933,1
Barabati Stadium,Cuttack,India,T20,26.160412491313934,65.2556542827446,16.083082747214455,16.915686194721484,38.71127691628302,1,176.74657309229067,55.37770322819358,44.62229677180642,Winter,0,Mixed Soil,3,3.9669716205690047,344.07100333382897,1
Arun Jaitley Stadium,Delhi,India,T20,27.96445356840956,50.936854104113785,7.055696977581171,23.091019251496007,10.049625942271913,7,171.89946963498014,35.30092532786023,64.69907467213977,Monsoon,1,Mixed Soil,9,4.005463175382429,170.90588973279216,2
Punjab Cricket Association IS Bindra Stadium,Mohali,India,T20,31.82216157138488,59.20083714800081,12.96397239467619,16.984112390467114,56.26260738627017,6,184.09976221125788,42.219470670111214,57.780529329888786,Winter,0,Black Soil,9,7.543998071590385,260.0385958095948,0
Green Park,Kanpur,India,ODI,22.252862340407837,70.89342488786788,15.887268208144116,8.293252830270369,54.57973412712778,2,269.83027862659753,39.92910635978242,60.07089364021758,Winter,1,Mixed Soil,3,2.4865009813746455,213.97405883991834,2
M. A. Chidambaram Stadium,Chennai,India,ODI,30.629325856346416,69.02055715468244,28.44520301459675,17.301700857632255,69.01592861035657,2,275.3520215249752,66.45528731014645,33.544712689853554,Summer,0,Red Soil,5,1.230012965370716,166.55597733130648,1
Arun Jaitley Stadium,Delhi,India,T20,36.48879920446134,25.228413109442624,3.520899349194803,5.013600819747797,61.58283110802141,1,162.87202481939298,51.058109228639466,48.941890771360534,Post-Monsoon,0,Red Soil,7,2.3478972205911193,245.4955712548943,2
Punjab Cricket Association IS Bindra Stadium,Mohali,India,T20,30.72646657650911,53.57383378431438,10.24143507015158,13.408459117786443,23.236241742975373,7,198.66032241904009,48.43423129159227,51.56576870840773,Post-Monsoon,1,Mixed Soil,7,4.950894975474728,204.4137773689726,2
M. A. Chidambaram Stadium,Chennai,India,T20,21.795256066341683,76.6927531362833,19.1784794903047,22.14362179847172,66.79445393732,4,176.55961097984556,36.05017555806789,63.94982444193211,Summer,0,Red Soil,10,0.9280501660542222,163.30714409525757,2
Vidarbha Cricket Association Stadium,Nagpur,India,T20,27.271169773479524,57.600452252403755,12.939156294892712,14.067411133482414,48.89518245040861,5,190.07770576265273,47.683426356611555,52.316573643388445,Post-Monsoon,0,Red Soil,3,6.566031077939931,273.1477943616391,2
Maharashtra Cricket Association Stadium,Pune,India,ODI,30.514758679004974,52.22840509727666,4.674046731518144,12.121831993796427,11.359473499574733,5,288.1518640359252,51.982402053301335,48.017597946698665,Summer,1,Black Soil,5,4.248665175351283,267.09086987310474,0
